,CDSID,Invoice_count,Total_MWh,Revenue,Cost,Total_margin,Margin,Margin_per_invoice,MWh_per_invoice,State,Zip,dwelling_type,homeowner_probability_model,home_swimming_pool,home_air_conditioning,home_heating_system,home_sewer,home_water,census_median_home_value,census_median_hh_income,Home_Year_Built,Home_Purchase_Price_Code,Home_Purchase_Year,Home_Est_Current_Value_Code,density,property_home_square_footage,property_land_square_footage,gender,dob_yr,marital_status,occupation_group,education_of_person,length_of_residence_code,number_of_persons_in_unit,single_parent,estimated_income_code,household_net_worth,Secondary_Address_Present,presence_of_children,number_of_children,number_of_adults,consumer_electronics,computer_owner,cooking_enthusiast,Pets_Multi,gardening,home_decor_enthusiast,home_improvement_grouping,outdoor_enthusiast,Travel_Grouping,medIncome,avgIncome,percapIncome,highIncomePct
652,327582820,22,18.8,943.06,993.67,-50.61,Negative,-2.3,0.85,OH,45424,S,H,,A,G,3,3,1322,737,1984,0,2006,G,6819,2400.0,9000.0,M,1946,M,Z,C,11,5,,N,G,N,Y,2.0,3,2.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
653,269031701,33,16.4,821.76,872.07,-50.31,Negative,-1.52,0.5,OH,45424,S,H,,A,G,3,3,1008,598,1961,1,2000,D,3527,1400.0,7000.0,F,1970,S,A,B,15,1,Y,J,E,N,,,1,3.0,Y,Y,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
654,160896112,34,34.6,1737.59,1787.46,-49.87,Negative,-1.47,1.02,OH,45424,S,H,,A,G,3,3,836,605,1969,0,0,C,5284,1300.0,7000.0,M,1942,M,Z,,15,2,,L,H,N,N,0.0,2,1.0,Y,,,,,,Y,,66080.0,77004.0,29177.0,0.025
655,157504850,34,40.2,2017.32,2066.19,-48.87,Negative,-1.44,1.18,OH,45424,S,H,,,G,3,3,833,516,1959,2,2002,D,3138,1700.0,10000.0,M,1965,S,Z,B,15,1,Y,L,B,N,,,1,2.0,Y,,,,,,Y,Y,66080.0,77004.0,29177.0,0.025
656,327582104,34,35.1,1763.6,1812.13,-48.53,Negative,-1.43,1.03,OH,45424,S,H,,A,G,3,3,875,461,1962,1,1979,D,7486,1700.0,8000.0,M,1945,M,E,A,15,3,,J,B,N,N,0.0,3,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
657,159610774,34,30.6,1536.06,1582.05,-45.99,Negative,-1.35,0.9,OH,45424,S,H,,A,G,3,3,1322,737,1989,2,1999,F,7469,1900.0,7000.0,F,1944,M,A,B,15,1,,M,F,N,Y,,1,3.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
658,326571536,30,16.4,821.16,867.12,-45.96,Negative,-1.53,0.55,OH,45424,S,H,,A,G,3,3,848,516,1960,1,2014,C,5241,1400.0,9000.0,M,1991,S,Z,,3,3,,N,D,N,Y,1.0,2,2.0,Y,,Y,,,,,Y,66080.0,77004.0,29177.0,0.025
659,160798560,34,42.4,2128.69,2174.2,-45.51,Negative,-1.34,1.25,OH,45424,S,H,,A,G,3,3,1322,737,1990,3,2012,G,7015,2700.0,9000.0,M,1962,M,D,B,15,6,,N,E,N,Y,3.0,3,2.0,Y,,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
660,159531859,34,23.0,1156.72,1201.63,-44.91,Negative,-1.32,0.68,OH,45424,S,H,,A,G,3,3,938,598,1961,0,2007,D,6996,1600.0,7000.0,,1969,S,Y,B,10,1,,J,C,N,,,1,1.0,Y,Y,Y,,,Y,Y,Y,66080.0,77004.0,29177.0,0.025
661,268666962,34,16.3,817.41,859.27,-41.86,Negative,-1.23,0.48,OH,45424,S,H,,A,G,3,3,1456,605,1970,3,2004,G,824,2300.0,22000.0,F,1953,S,Y,C,13,7,,O,G,N,Y,4.0,3,1.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
662,160647267,34,18.3,919.57,961.15,-41.58,Negative,-1.22,0.54,OH,45424,S,H,,A,G,3,3,840,516,1961,2,2006,D,6784,1400.0,10000.0,,1973,S,Z,,11,5,,D,A,N,Y,4.0,1,2.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
663,160438678,34,19.1,959.45,1000.93,-41.48,Negative,-1.22,0.56,OH,45424,S,H,,A,G,3,3,938,606,1971,2,2016,D,2903,1700.0,10000.0,F,1992,S,Z,,1,1,,J,B,N,N,0.0,1,,Y,Y,,,Y,Y,Y,,66080.0,77004.0,29177.0,0.025
664,160843878,34,13.9,697.7,737.94,-40.24,Negative,-1.18,0.41,OH,45424,S,H,,A,G,3,3,1003,737,1983,1,1998,C,5951,1200.0,5000.0,F,1962,S,V,C,15,1,Y,N,G,N,,,1,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
665,157500181,20,33.9,1680.77,1718.21,-37.44,Negative,-1.87,1.69,OH,45424,S,H,Y,A,G,0,0,1385,624,1996,3,1993,I,1384,3200.0,44000.0,M,1952,M,D,B,15,2,,O,H,N,Y,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
666,160516249,21,22.1,1107.73,1144.83,-37.1,Negative,-1.77,1.05,OH,45424,S,H,,A,G,3,3,1008,598,1961,2,2010,D,6888,1700.0,9000.0,F,0,,Z,,7,1,,,F,N,,,1,,,,,,,,,,66080.0,77004.0,29177.0,0.025
667,268538754,34,34.0,1708.42,1744.37,-35.95,Negative,-1.06,1.0,OH,45424,S,H,,A,G,3,3,875,461,1967,2,2000,D,8070,1400.0,7000.0,M,1964,M,E,B,15,4,,O,F,N,Y,1.0,3,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
668,158664032,34,22.0,1106.65,1142.45,-35.8,Negative,-1.05,0.65,OH,45424,S,H,,A,G,3,3,905,606,1962,0,0,C,7179,1400.0,8000.0,M,1947,M,A,B,15,2,,L,G,N,N,0.0,2,1.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
669,327580034,34,20.3,1020.19,1055.42,-35.23,Negative,-1.04,0.6,OH,45424,S,H,,A,G,3,3,1322,737,1986,0,1994,E,6698,1900.0,8000.0,M,1939,S,H,B,15,1,,M,G,N,N,0.0,1,1.0,Y,,,,,Y,Y,Y,66080.0,77004.0,29177.0,0.025
670,268973875,34,28.3,1421.44,1455.19,-33.75,Negative,-0.99,0.83,OH,45424,S,H,,A,G,3,3,840,516,1961,0,2016,D,3439,1600.0,7000.0,F,1974,S,G,A,12,6,,E,A,N,Y,4.0,2,2.0,Y,,,,,,,Y,66080.0,77004.0,29177.0,0.025
671,159586387,34,20.1,1008.27,1040.88,-32.61,Negative,-0.96,0.59,OH,45424,S,H,,A,G,0,0,1385,624,2003,4,2014,J,1384,3300.0,20000.0,M,1987,M,Z,,14,3,,O,F,N,Y,,3,3.0,Y,Y,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
672,157631573,34,10.6,534.42,566.7,-32.28,Negative,-0.95,0.31,OH,45424,S,H,,A,G,3,3,1003,737,1981,2,2003,D,5989,1300.0,7000.0,F,1971,S,Z,,14,1,,F,C,N,,,1,1.0,Y,Y,,,,,,Y,66080.0,77004.0,29177.0,0.025
673,160639074,30,17.8,893.28,924.93,-31.65,Negative,-1.05,0.59,OH,45424,S,H,,A,G,0,0,1385,624,1956,0,0,D,581,1000.0,17000.0,M,1983,M,Z,,0,2,,M,D,N,Y,1.0,1,,,,,,,,,,66080.0,77004.0,29177.0,0.025
674,159914384,34,19.7,991.04,1021.74,-30.7,Negative,-0.9,0.58,OH,45424,S,H,,,G,3,3,793,462,1957,0,2002,D,8418,1400.0,8000.0,F,1963,M,Z,,15,4,,M,B,N,Y,2.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
675,268771332,33,18.6,934.39,964.2,-29.81,Negative,-0.9,0.56,OH,45424,S,H,,A,G,3,3,848,605,1960,1,2000,D,8502,1400.0,7000.0,M,1966,M,E,A,15,6,,N,B,N,Y,4.0,2,2.0,Y,Y,Y,Y,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
676,327580019,34,21.3,1070.57,1097.4,-26.83,Negative,-0.79,0.63,OH,45424,S,H,,,G,3,3,875,461,1967,0,1984,D,7840,1500.0,11000.0,M,1945,M,E,D,15,2,,N,F,N,N,0.0,2,2.0,Y,Y,,Y,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
677,159843091,28,26.4,1326.38,1349.16,-22.78,Negative,-0.81,0.94,OH,45424,S,H,,A,G,3,3,839,516,1958,2,2001,D,7069,1400.0,7000.0,F,1975,M,A,,15,7,,N,B,N,Y,5.0,2,2.0,Y,,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
678,158742624,22,19.7,989.82,1011.79,-21.97,Negative,-1.0,0.9,OH,45424,S,H,,A,G,3,3,793,462,1957,0,2004,D,6320,1400.0,7000.0,M,1967,S,E,A,13,3,,N,E,N,Y,,3,1.0,Y,,,,,Y,Y,,66080.0,77004.0,29177.0,0.025
679,372843652,22,23.7,1189.59,1210.11,-20.52,Negative,-0.93,1.08,OH,45424,S,H,,A,G,0,0,1322,737,1986,3,2009,F,8651,2200.0,9000.0,M,1950,M,D,B,8,4,,N,C,N,Y,,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
680,159477764,22,10.2,510.43,529.28,-18.85,Negative,-0.86,0.46,OH,45424,S,H,,A,G,3,3,905,606,1962,0,2007,D,7179,1300.0,7000.0,F,1937,S,H,B,10,1,,E,F,N,,,1,1.0,,,,,,,Y,,66080.0,77004.0,29177.0,0.025
681,268640608,25,27.9,1399.97,1416.94,-16.97,Negative,-0.68,1.12,OH,45424,S,H,,A,G,0,0,1385,624,2002,4,2002,I,1384,3900.0,17000.0,M,1972,S,G,A,15,4,,N,G,N,Y,2.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
682,327579801,34,14.4,720.86,736.48,-15.62,Negative,-0.46,0.42,OH,45424,S,H,,A,G,0,0,1322,737,1986,0,2007,F,8651,1900.0,10000.0,M,1928,M,H,B,10,2,,L,H,N,,,2,1.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
683,158602801,33,13.1,657.23,671.86,-14.63,Negative,-0.44,0.4,OH,45424,S,H,,A,G,0,0,1008,598,1970,0,1993,E,8392,2100.0,13000.0,M,1944,S,V,B,15,1,,M,F,N,,,1,1.0,Y,Y,,,Y,Y,Y,,66080.0,77004.0,29177.0,0.025
684,327581812,34,16.1,808.75,822.61,-13.86,Negative,-0.41,0.47,OH,45424,S,H,,A,G,0,0,905,606,1962,1,1992,D,7179,1400.0,7000.0,M,1964,M,E,A,15,3,,N,D,N,Y,,3,2.0,Y,,,,,,Y,Y,66080.0,77004.0,29177.0,0.025
685,157706101,34,15.7,787.75,801.29,-13.54,Negative,-0.4,0.46,OH,45424,S,H,,A,G,3,3,875,461,1969,0,1992,D,8359,1300.0,9000.0,F,1960,M,D,A,15,2,,M,F,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,,,66080.0,77004.0,29177.0,0.025
686,158431381,34,24.3,1218.63,1231.52,-12.89,Negative,-0.38,0.71,OH,45424,S,H,,A,G,3,3,875,461,1969,2,2005,D,8359,1300.0,7000.0,M,1979,S,B,B,12,1,Y,M,F,N,N,0.0,1,2.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
687,327583040,34,18.4,923.66,933.82,-10.16,Negative,-0.3,0.54,OH,45424,S,H,,A,G,3,3,875,461,1969,1,1994,D,6668,1500.0,8000.0,F,1942,S,Y,C,15,1,,G,F,N,,,1,2.0,Y,Y,,,Y,Y,Y,,66080.0,77004.0,29177.0,0.025
688,269056262,34,38.3,1922.68,1930.59,-7.91,Negative,-0.23,1.13,OH,45424,S,H,,A,G,3,3,1003,737,1988,2,2001,F,5381,2100.0,10000.0,M,1963,M,A,B,15,6,,N,G,N,Y,4.0,2,2.0,Y,Y,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
689,160733525,34,22.8,1146.98,1154.54,-7.56,Negative,-0.22,0.67,OH,45424,S,H,,A,G,3,3,840,516,1961,2,1997,D,6158,2200.0,8000.0,M,1958,M,A,B,15,3,,N,D,N,Y,,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
690,158687513,34,25.4,1274.41,1279.81,-5.4,Negative,-0.16,0.75,OH,45424,S,H,,A,G,3,3,861,461,1972,1,1990,D,2821,1400.0,11000.0,M,1966,M,A,A,15,4,,N,D,N,Y,,4,3.0,Y,Y,Y,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
691,159793520,34,43.1,2165.68,2170.03,-4.35,Negative,-0.13,1.27,OH,45424,S,H,,A,G,0,0,1322,737,1986,2,1997,F,7975,2200.0,9000.0,F,1964,M,E,A,15,7,,N,G,N,Y,4.0,3,1.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
692,160438036,26,16.2,815.11,819.14,-4.03,Negative,-0.15,0.62,OH,45424,S,H,,A,G,0,0,840,516,1960,2,2009,D,5159,1400.0,7000.0,F,1984,M,D,C,8,6,Y,M,A,N,Y,4.0,2,2.0,Y,Y,,,Y,Y,,,66080.0,77004.0,29177.0,0.025
693,158622999,21,20.0,1002.19,1004.78,-2.59,Negative,-0.12,0.95,OH,45424,S,H,,A,G,3,3,929,606,1963,2,2002,E,10041,2700.0,7000.0,F,1982,B,E,B,15,3,,L,E,N,Y,2.0,1,1.0,,,,,,,,,66080.0,77004.0,29177.0,0.025
694,159805974,33,19.2,934.72,936.35,-1.63,Negative,-0.05,0.58,OH,45424,S,H,,A,G,3,3,1095,624,1996,2,1997,E,179,1700.0,6000.0,M,1946,M,E,A,15,2,,N,H,N,,,2,2.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
695,327579746,35,16.4,824.79,824.95,-0.16,Negative,0.0,0.47,OH,45424,S,H,,A,G,3,3,875,461,1967,1,1979,D,6330,1400.0,9000.0,M,1950,M,E,A,15,3,,L,G,N,Y,,3,3.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
696,268579720,33,19.5,976.91,975.92,0.99,Positive,0.03,0.59,OH,45424,S,H,,A,G,3,3,848,605,1960,1,1989,C,6330,1400.0,7000.0,F,1956,M,D,B,15,2,,L,C,N,Y,,2,3.0,Y,,,,,,,,66080.0,77004.0,29177.0,0.025
697,159791220,34,12.8,641.17,624.04,17.13,Positive,0.5,0.38,OH,45424,S,H,,A,G,0,0,1003,737,1983,1,2001,C,9096,1200.0,3000.0,F,1974,S,B,B,15,1,,N,G,N,,,1,1.0,Y,Y,Y,Y,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
698,160973125,34,15.2,762.37,743.45,18.92,Positive,0.56,0.45,OH,45424,S,H,,A,G,0,0,1322,737,1983,0,2015,E,6819,1700.0,8000.0,M,1936,M,A,A,15,2,,M,H,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
699,157504024,34,11.9,599.05,575.48,23.57,Positive,0.69,0.35,OH,45424,S,H,,A,G,3,3,836,605,1969,2,2002,D,5284,1300.0,7000.0,F,1957,S,Z,A,15,2,,N,E,N,Y,,2,2.0,Y,,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
700,159545363,34,22.6,1136.31,1109.09,27.22,Positive,0.8,0.66,OH,45424,S,H,,A,G,3,3,929,606,1966,2,2007,D,8097,2200.0,10000.0,M,1948,M,A,,10,3,,L,F,N,N,0.0,3,,,,,,,,,Y,66080.0,77004.0,29177.0,0.025
701,157579330,34,18.7,936.84,897.33,39.51,Positive,1.16,0.55,OH,45424,S,H,,A,G,3,3,1322,737,1988,2,1993,G,8211,2400.0,9000.0,M,1953,S,A,,15,2,,O,G,N,Y,,2,2.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
702,158336259,34,14.1,710.14,660.04,50.1,Positive,1.47,0.41,OH,45424,S,H,,A,G,3,3,796,462,1958,0,0,D,8782,1400.0,7000.0,M,1964,S,E,A,15,3,,I,F,N,Y,,3,3.0,Y,Y,,,Y,Y,Y,,66080.0,77004.0,29177.0,0.025
703,327580053,32,23.8,1193.42,1131.48,61.94,Positive,1.94,0.74,OH,45424,S,H,,A,G,0,0,1322,737,1986,0,1992,E,7145,,,,1926,S,G,A,11,1,,E,G,N,N,0.0,1,1.0,Y,Y,Y,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
704,158808198,34,70.9,3559.27,3494.72,64.55,Positive,1.9,2.09,OH,45424,S,H,Y,A,G,3,3,875,461,1972,2,1999,E,4607,2200.0,14000.0,M,1947,M,E,B,15,3,,K,D,N,Y,1.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
705,160985376,34,59.9,3007.87,2939.08,68.79,Positive,2.02,1.76,OH,45424,S,H,,A,G,3,3,1322,737,1986,3,1998,F,6698,2700.0,13000.0,F,1963,M,A,B,15,4,,O,F,N,Y,,4,2.0,Y,,,,Y,Y,,,66080.0,77004.0,29177.0,0.025
706,268851473,34,22.2,1114.24,1036.8,77.44,Positive,2.28,0.65,OH,45424,S,H,,A,G,0,0,1322,737,1989,0,2003,F,2025,2300.0,13000.0,M,1952,M,A,B,14,2,,N,H,N,,,2,2.0,Y,,Y,,Y,Y,,,66080.0,77004.0,29177.0,0.025
707,160983073,34,32.1,1612.51,1520.92,91.59,Positive,2.69,0.94,OH,45424,S,H,,,G,0,0,1322,737,1986,2,1988,G,8651,2500.0,9000.0,M,1943,M,A,A,15,2,,N,H,N,,,2,1.0,Y,,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
708,327582808,34,37.4,1878.74,1781.64,97.1,Positive,2.86,1.1,OH,45424,S,H,,A,G,3,3,840,516,1960,0,2002,C,3969,1600.0,10000.0,F,1970,M,G,A,15,6,,N,D,N,Y,3.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
709,268800848,37,28.6,1608.65,1507.42,101.23,Positive,2.74,0.77,OH,45424,S,H,,A,G,0,0,1008,598,1970,0,0,E,3713,2100.0,9000.0,M,1940,M,D,B,11,6,,H,H,N,Y,2.0,4,3.0,Y,Y,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
710,160856455,34,44.5,2232.57,2105.58,126.99,Positive,3.74,1.31,OH,45424,S,H,Y,A,G,3,3,1322,737,1989,0,2012,F,6301,2000.0,10000.0,F,1976,S,E,D,15,1,Y,O,F,N,,,1,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
711,337789737,33,19.8,995.58,842.32,153.26,Positive,4.64,0.6,OH,45424,S,H,,A,G,3,3,848,605,1960,0,2005,D,10336,,,F,1941,S,D,B,12,1,,K,F,N,N,0.0,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
712,158505225,34,35.7,1793.96,1630.79,163.17,Positive,4.8,1.05,OH,45424,S,H,,A,G,3,3,1322,737,1986,2,1999,F,7975,1900.0,10000.0,F,1965,S,B,B,15,6,,O,F,N,Y,5.0,1,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
713,327580005,34,35.3,1770.34,1604.26,166.08,Positive,4.88,1.04,OH,45424,S,H,,A,G,3,3,840,516,1961,0,0,D,4440,1800.0,17000.0,M,1930,M,H,,0,2,,L,G,N,N,0.0,2,,,,,,,,,,66080.0,77004.0,29177.0,0.025
714,160916081,30,31.2,1799.14,1605.26,193.88,Positive,6.46,1.04,OH,45424,S,H,,A,G,3,3,920,516,1967,2,2003,E,3683,,,M,1939,S,A,C,14,2,,I,G,N,Y,1.0,1,3.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
715,159470183,34,35.3,1769.88,1551.58,218.3,Positive,6.42,1.04,OH,45424,S,H,,A,G,3,3,840,516,1961,2,2008,E,3969,,,F,1975,S,Z,A,9,2,Y,I,E,N,Y,1.0,1,2.0,,,,,Y,Y,,,66080.0,77004.0,29177.0,0.025
716,327582978,34,30.6,1536.96,1316.62,220.34,Positive,6.48,0.9,OH,45424,S,H,,A,G,0,0,827,624,1976,0,0,C,5255,1800.0,14000.0,M,1951,M,E,A,15,2,,L,F,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
717,158926080,34,34.6,1734.46,1513.61,220.85,Positive,6.5,1.02,OH,45424,S,H,,A,G,3,3,1322,737,1991,0,2010,G,5133,2700.0,7000.0,M,1962,M,D,C,7,2,,O,G,N,Y,,2,3.0,Y,,,,,,,Y,66080.0,77004.0,29177.0,0.025
718,157504325,37,24.8,1441.62,1201.11,240.51,Positive,6.5,0.67,OH,45424,S,H,,A,G,0,0,1322,737,1990,2,1993,G,7280,2800.0,6000.0,M,1956,M,A,,15,6,,O,G,N,Y,2.0,4,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
719,161055287,37,30.8,1795.86,1542.6,253.26,Positive,6.84,0.83,OH,45424,S,H,,A,G,0,0,1095,624,1975,0,0,E,5179,1900.0,22000.0,F,1935,M,H,2,15,1,,M,G,N,,,1,3.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
720,159786788,36,94.7,4820.82,4462.88,357.94,Positive,9.94,2.63,OH,45424,S,H,,A,G,0,0,1248,605,1976,0,0,I,275,3200.0,217000.0,M,1940,M,Z,B,6,5,,O,H,N,Y,2.0,3,2.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
721,157630818,33,36.7,2062.02,1697.4,364.62,Positive,11.05,1.11,OH,45424,S,H,,,G,3,3,796,462,1956,0,1986,C,8225,1400.0,7000.0,F,1952,M,G,A,15,7,,E,B,N,Y,4.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
722,268900393,29,37.6,1885.81,1510.7,375.11,Positive,12.93,1.3,OH,45424,S,H,,,G,3,3,726,598,1979,1,2015,C,12241,1100.0,4000.0,F,1989,S,Z,A,2,1,,H,A,N,,,1,,Y,,,,,,,Y,66080.0,77004.0,29177.0,0.025
723,160642084,37,49.6,2936.05,2543.93,392.12,Positive,10.6,1.34,OH,45424,S,H,,A,G,0,0,833,516,1959,1,2003,C,7697,,,F,1947,M,D,A,14,8,,L,F,N,Y,3.0,5,2.0,Y,Y,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
724,269050679,37,37.6,2161.77,1747.66,414.11,Positive,11.19,1.02,OH,45424,S,H,,A,G,3,3,1003,737,1988,2,1988,G,9561,3300.0,10000.0,M,1952,M,G,C,15,5,,N,E,N,Y,1.0,4,3.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
725,157717015,34,51.2,2569.43,2131.03,438.4,Positive,12.89,1.51,OH,45424,S,H,,A,G,3,3,1322,737,1980,2,1986,F,7526,2700.0,11000.0,M,1946,M,Z,A,15,2,,N,I,N,N,0.0,2,2.0,Y,,,,,,Y,Y,66080.0,77004.0,29177.0,0.025
726,340276499,32,66.6,3345.64,2849.39,496.25,Positive,15.51,2.08,OH,45424,S,H,,A,G,3,3,827,624,1977,0,1980,D,1336,2000.0,11000.0,F,1955,S,Z,B,15,1,,O,G,N,Y,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
727,158537282,34,43.5,2478.04,1967.78,510.26,Positive,15.01,1.28,OH,45424,S,H,,,G,3,3,827,624,1975,1,1995,D,1336,1100.0,7000.0,M,1945,S,E,A,15,1,,M,F,N,N,0.0,1,1.0,Y,,,,,,Y,Y,66080.0,77004.0,29177.0,0.025
728,327581734,34,49.6,2488.19,1971.16,517.03,Positive,15.21,1.46,OH,45424,S,H,,A,G,0,0,827,624,1976,1,1988,D,5255,1700.0,8000.0,M,1949,M,B,B,15,3,,N,E,N,Y,1.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
729,268531527,34,83.2,4179.06,3378.52,800.54,Positive,23.55,2.45,OH,45424,S,H,,A,G,3,3,875,461,1973,1,1988,D,7581,1700.0,8000.0,M,1963,M,Z,A,15,7,,N,B,N,Y,2.0,5,3.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
730,157827401,34,78.8,3955.11,3147.92,807.19,Positive,23.74,2.32,OH,45424,S,H,,A,G,3,3,827,624,1976,1,1990,D,5072,1900.0,10000.0,M,1955,M,E,A,15,2,,J,C,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
731,117781881,31,28.6,1535.55,1731.67,-196.12,Negative,-6.33,0.92,OH,44708,S,H,,,G,0,0,612,359,1895,0,2010,B,11013,1700.0,3000.0,M,1967,M,E,A,7,4,,M,B,N,Y,1.0,3,3.0,Y,Y,,,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
732,107448343,31,15.5,831.18,946.17,-114.99,Negative,-3.71,0.5,OH,44708,S,H,,,G,0,0,612,359,1913,1,2005,C,11950,1500.0,4000.0,M,1957,S,E,B,12,3,Y,K,D,N,Y,,3,3.0,Y,Y,Y,,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
733,122982793,31,25.0,1342.94,1440.19,-97.25,Negative,-3.14,0.81,OH,44708,S,H,,,G,0,0,1037,496,1929,0,2001,E,8796,1700.0,7000.0,F,1958,M,Z,B,15,3,,P,E,N,Y,,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
734,109147747,25,16.0,857.95,951.87,-93.92,Negative,-3.76,0.64,OH,44708,S,H,,,G,0,0,1037,496,1949,0,1998,D,10017,1400.0,7000.0,M,1952,M,G,,15,3,,N,E,N,Y,1.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
735,117868433,31,12.0,643.72,719.25,-75.53,Negative,-2.44,0.39,OH,44708,S,H,,,G,0,0,1037,496,1951,2,1996,D,10209,1000.0,8000.0,M,1948,M,G,,15,2,,L,H,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
736,118592337,24,14.8,745.85,805.56,-59.71,Negative,-2.49,0.62,OH,44708,S,H,,,G,0,0,909,574,1942,0,0,H,2659,1700.0,16000.0,F,1959,M,C,B,15,4,,N,G,N,N,0.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,55645.0,75099.0,32812.0,0.034
737,117773625,30,21.3,1145.19,1198.94,-53.75,Negative,-1.79,0.71,OH,44708,S,H,,,G,0,0,1037,496,1938,2,2004,E,10940,1600.0,7000.0,M,1930,M,H,B,13,3,,M,F,N,N,0.0,3,2.0,Y,Y,,,Y,Y,,Y,55645.0,75099.0,32812.0,0.034
738,105461872,31,11.3,609.52,651.95,-42.43,Negative,-1.37,0.36,OH,44708,S,H,,,G,0,0,1037,496,1951,2,1998,D,4358,1500.0,6000.0,F,1949,S,Z,,15,2,,K,G,N,,,2,3.0,Y,Y,Y,,Y,Y,Y,,55645.0,75099.0,32812.0,0.034
