,CDSID,Invoice_count,Total_MWh,Revenue,Cost,Total_margin,Margin,Margin_per_invoice,MWh_per_invoice,State,Zip,dwelling_type,homeowner_probability_model,home_swimming_pool,home_air_conditioning,home_heating_system,home_sewer,home_water,census_median_home_value,census_median_hh_income,Home_Year_Built,Home_Purchase_Price_Code,Home_Purchase_Year,Home_Est_Current_Value_Code,density,property_home_square_footage,property_land_square_footage,gender,dob_yr,marital_status,occupation_group,education_of_person,length_of_residence_code,number_of_persons_in_unit,single_parent,estimated_income_code,household_net_worth,Secondary_Address_Present,presence_of_children,number_of_children,number_of_adults,consumer_electronics,computer_owner,cooking_enthusiast,Pets_Multi,gardening,home_decor_enthusiast,home_improvement_grouping,outdoor_enthusiast,Travel_Grouping,medIncome,avgIncome,percapIncome,highIncomePct
566,118645769,38,48.3,2969.41,2196.49,772.92,Positive,20.34,1.27,OH,43123,S,H,,,G,0,4,1769,1020,1957,1,1986,F,2507,1700.0,21000.0,M,1961,M,Z,,15,5,,N,G,N,Y,1.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,73391.0,88688.0,34767.0,0.049
567,109085976,37,60.1,3674.85,2842.75,832.1,Positive,22.49,1.62,OH,43123,S,H,,,G,4,4,1593,663,1992,1,1991,N,686,3400.0,162000.0,M,1953,M,A,C,15,3,,Q,I,N,N,0.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,73391.0,88688.0,34767.0,0.049
568,109073541,37,54.5,3189.21,2253.83,935.38,Positive,25.28,1.47,OH,43123,S,H,Y,,G,0,4,1769,1020,1974,0,2006,H,3765,1400.0,26000.0,M,1938,M,H,A,11,7,,N,G,N,Y,3.0,4,3.0,Y,Y,Y,,Y,Y,Y,Y,73391.0,88688.0,34767.0,0.049
569,106369574,37,66.8,4098.11,3072.16,1025.95,Positive,27.73,1.81,OH,43123,S,H,,,,4,4,1593,663,1989,5,2002,M,686,2700.0,316000.0,M,1965,M,Z,B,15,9,,R,H,N,Y,4.0,5,2.0,Y,Y,Y,Y,Y,Y,Y,Y,73391.0,88688.0,34767.0,0.049
570,117444704,38,62.8,3911.51,2782.67,1128.84,Positive,29.71,1.65,OH,43123,S,H,,,G,0,0,1607,1018,1979,0,1978,J,3386,2400.0,13000.0,M,1943,S,A,C,15,1,,N,H,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,73391.0,88688.0,34767.0,0.049
571,123999108,38,78.4,4838.31,3654.7,1183.61,Positive,31.15,2.06,OH,43123,S,H,,,G,0,0,1210,730,1973,0,1988,F,3757,1300.0,17000.0,F,1950,M,D,A,15,3,,N,H,N,Y,1.0,2,3.0,Y,Y,Y,Y,Y,Y,,Y,73391.0,88688.0,34767.0,0.049
572,108347987,31,28.8,1546.89,1770.83,-223.94,Negative,-7.22,0.93,OH,44714,S,H,,,G,0,0,534,264,1943,0,0,B,15052,1300.0,5000.0,M,1948,M,A,A,15,5,,J,B,N,Y,3.0,2,2.0,Y,Y,,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
573,105907504,31,47.9,2572.74,2729.09,-156.35,Negative,-5.04,1.55,OH,44714,S,H,,,G,0,0,534,264,1924,0,0,B,12344,1200.0,5000.0,F,1943,S,Z,B,10,1,,E,B,N,N,0.0,1,1.0,Y,Y,,,Y,Y,,,43005.0,50337.0,24791.0,0.008
574,120653718,31,32.2,1733.02,1827.6,-94.58,Negative,-3.05,1.04,OH,44714,S,H,,,E,0,0,1533,744,1977,3,2000,G,2231,2200.0,7000.0,M,1969,M,A,B,15,7,,O,H,N,Y,3.0,4,3.0,Y,Y,Y,Y,Y,Y,,Y,43005.0,50337.0,24791.0,0.008
575,107311365,25,14.1,756.18,816.9,-60.72,Negative,-2.43,0.56,OH,44714,S,H,,,G,0,0,1533,744,1979,3,2002,H,4577,3100.0,19000.0,F,1959,M,Z,A,15,2,,O,H,N,Y,1.0,1,1.0,Y,Y,Y,Y,Y,Y,,Y,43005.0,50337.0,24791.0,0.008
576,124912249,24,31.6,1698.56,1739.43,-40.87,Negative,-1.7,1.32,OH,44714,S,H,,,G,0,0,718,396,1927,0,0,E,4493,2100.0,24000.0,M,1936,M,H,A,15,5,,N,G,N,Y,1.0,4,3.0,Y,Y,,,Y,Y,,Y,43005.0,50337.0,24791.0,0.008
577,125267985,20,9.8,526.16,564.21,-38.05,Negative,-1.9,0.49,OH,44714,S,H,,,G,0,0,1533,744,2001,3,2001,G,10045,1500.0,709000.0,M,1934,M,Z,,15,2,,N,H,N,N,0.0,2,1.0,Y,Y,,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
578,121641049,31,14.7,790.48,810.48,-20.0,Negative,-0.65,0.47,OH,44714,S,H,,,G,0,0,1533,744,1997,3,1999,F,8580,1600.0,709000.0,M,1954,S,G,B,15,2,,N,I,N,N,0.0,2,2.0,Y,,Y,Y,Y,Y,,Y,43005.0,50337.0,24791.0,0.008
579,121180419,31,19.2,1034.02,1053.35,-19.33,Negative,-0.62,0.62,OH,44714,S,H,,,G,0,0,636,396,1951,0,0,C,10409,1100.0,5000.0,M,1955,M,A,B,15,4,,N,E,N,Y,1.0,3,2.0,Y,Y,,,Y,Y,Y,,43005.0,50337.0,24791.0,0.008
580,108007746,31,20.9,1125.16,1141.46,-16.3,Negative,-0.53,0.67,OH,44714,S,H,,,G,0,0,718,396,1941,1,2009,C,6743,1400.0,5000.0,F,1983,S,Z,B,8,2,,C,A,N,Y,1.0,1,1.0,,,,,,,,,43005.0,50337.0,24791.0,0.008
581,122168883,31,10.8,582.24,596.67,-14.43,Negative,-0.47,0.35,OH,44714,S,H,,,G,0,0,534,264,1927,1,1988,C,7612,1200.0,4000.0,M,1959,M,E,A,15,5,,C,A,N,Y,2.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
582,118620199,31,20.2,1087.92,1102.09,-14.17,Negative,-0.46,0.65,OH,44714,S,H,,,G,0,0,846,396,1940,0,0,C,6041,1000.0,7000.0,M,1978,S,Z,,15,7,,K,D,N,Y,3.0,4,3.0,Y,,Y,,Y,Y,,Y,43005.0,50337.0,24791.0,0.008
583,122257473,31,58.3,3133.61,3143.54,-9.93,Negative,-0.32,1.88,OH,44714,S,H,,,G,0,0,935,625,1929,0,2011,H,6575,3800.0,15000.0,F,1942,S,Z,A,6,1,,L,G,N,,,1,2.0,Y,Y,Y,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
584,118842696,31,18.0,968.64,977.26,-8.62,Negative,-0.28,0.58,OH,44714,S,H,,,G,0,0,1533,744,1977,2,1995,H,4577,2300.0,11000.0,M,1949,M,D,A,15,2,,N,G,N,Y,,2,2.0,Y,Y,Y,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
585,122029187,31,11.4,610.91,589.61,21.3,Positive,0.69,0.37,OH,44714,S,H,,,G,0,0,1533,703,1969,0,0,H,3281,,,F,1944,M,D,C,15,3,,N,G,N,Y,,3,3.0,Y,Y,Y,Y,Y,Y,Y,,43005.0,50337.0,24791.0,0.008
586,118723073,31,20.8,1119.18,1069.03,50.15,Positive,1.62,0.67,OH,44714,S,H,,,G,0,0,1447,703,1993,1,1992,H,6575,,,M,1924,M,Z,,15,5,,M,H,N,Y,2.0,3,3.0,Y,Y,,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
587,124876160,31,21.3,1143.86,1083.1,60.76,Positive,1.96,0.69,OH,44714,S,H,,,O,0,0,1533,744,1950,0,0,G,2231,1600.0,39000.0,M,1946,S,Z,,9,1,,N,H,N,,,1,2.0,Y,Y,,,Y,Y,Y,,43005.0,50337.0,24791.0,0.008
588,110463280,31,26.8,1440.68,1377.18,63.5,Positive,2.05,0.86,OH,44714,S,H,,,G,0,0,1533,744,1980,2,1998,F,4577,1800.0,2000.0,M,1947,S,Z,,15,1,,L,H,N,N,0.0,1,1.0,Y,,,,,,Y,Y,43005.0,50337.0,24791.0,0.008
589,119100259,31,19.0,1018.89,939.56,79.33,Positive,2.56,0.61,OH,44714,S,H,,,G,0,0,1533,744,2000,3,2000,G,4816,,,F,1919,S,H,B,15,1,Y,N,I,N,,,1,2.0,Y,Y,,,,Y,,,43005.0,50337.0,24791.0,0.008
590,120590453,38,27.6,1671.97,1532.42,139.55,Positive,3.67,0.73,OH,44714,S,H,,,G,0,0,1533,744,1999,3,1999,F,4816,1600.0,709000.0,F,1940,S,H,A,15,1,,L,I,N,,,1,1.0,Y,Y,,,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
591,110298709,38,16.3,989.01,794.56,194.45,Positive,5.12,0.43,OH,44714,S,H,,,G,0,0,636,396,1954,0,2004,C,4738,900.0,8000.0,F,1953,S,A,A,13,1,,M,D,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
592,110724649,31,26.1,1402.27,1206.89,195.38,Positive,6.3,0.84,OH,44714,S,H,,,G,0,0,534,264,1953,0,0,B,12216,900.0,4000.0,M,1946,M,D,B,15,4,,I,B,N,Y,1.0,3,3.0,Y,Y,,,Y,Y,Y,,43005.0,50337.0,24791.0,0.008
593,117864322,31,17.5,943.11,735.05,208.06,Positive,6.71,0.56,OH,44714,S,H,,,G,0,0,534,264,1922,1,1987,B,6595,1400.0,4000.0,M,1951,S,E,C,15,1,,G,E,N,,,1,2.0,Y,Y,,,Y,Y,,,43005.0,50337.0,24791.0,0.008
594,106059280,38,39.8,2449.76,2105.78,343.98,Positive,9.05,1.05,OH,44714,S,H,,,G,0,0,636,396,1951,0,2010,D,10409,1200.0,5000.0,M,1946,M,Z,,7,2,,L,G,N,N,0.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,43005.0,50337.0,24791.0,0.008
595,121852041,38,41.2,2515.09,2155.51,359.58,Positive,9.46,1.08,OH,44714,S,H,,,G,0,0,718,396,1927,1,1988,D,5522,1400.0,15000.0,M,1959,M,Z,,11,8,,K,B,N,Y,6.0,2,2.0,Y,Y,,,Y,Y,Y,,43005.0,50337.0,24791.0,0.008
596,320312422,37,31.6,1786.25,1991.7,-205.45,Negative,-5.55,0.85,OH,45429,S,H,Y,A,G,3,3,894,541,1957,2,1980,K,3335,2500.0,17000.0,M,1944,M,Y,C,15,2,,O,I,N,N,0.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
597,160637474,27,35.7,1738.03,1796.96,-58.93,Negative,-2.18,1.32,OH,45429,S,H,Y,A,G,0,0,1375,541,1957,2,1984,I,2882,3500.0,15000.0,M,1945,M,A,,15,2,,Q,I,N,,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
598,320283960,37,12.0,632.64,649.07,-16.43,Negative,-0.44,0.32,OH,45429,S,H,,A,G,3,3,1265,952,1960,0,0,F,1876,,,F,1930,S,H,A,9,1,,N,G,N,,,1,1.0,Y,Y,,,Y,Y,,Y,65758.0,90287.0,40920.0,0.063
599,157503793,37,25.2,1329.1,1335.11,-6.01,Negative,-0.16,0.68,OH,45429,S,H,,A,G,3,3,1651,1059,1963,5,1991,O,1820,4500.0,28000.0,M,0,M,Z,,15,4,,R,G,N,Y,1.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
600,159778881,37,26.6,1450.15,1453.74,-3.59,Negative,-0.1,0.72,OH,45429,S,H,,A,G,3,3,1167,716,1963,2,1998,G,6825,2400.0,8000.0,M,1952,S,B,B,15,1,,O,I,N,N,0.0,1,1.0,Y,Y,Y,,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
601,160437104,24,14.8,816.72,767.62,49.1,Positive,2.05,0.62,OH,45429,S,H,,A,G,3,3,1265,952,1963,0,2017,H,2635,2200.0,12000.0,F,1957,S,D,B,12,1,,N,H,N,N,0.0,1,1.0,Y,Y,,,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
602,160532629,37,25.3,1500.84,1442.17,58.67,Positive,1.59,0.68,OH,45429,S,H,,,G,3,3,1797,952,1966,2,1981,H,4112,2300.0,20000.0,M,1956,M,A,B,15,3,,O,H,N,Y,1.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
603,158864245,37,25.9,1343.91,1280.54,63.37,Positive,1.71,0.7,OH,45429,S,H,,A,G,0,0,1609,541,1952,3,2001,F,5478,1700.0,11000.0,F,1954,S,Z,B,15,1,Y,N,F,N,,,1,2.0,Y,Y,,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
604,158867849,37,27.3,1569.6,1361.85,207.75,Positive,5.61,0.74,OH,45429,S,H,,A,G,3,3,1502,862,1967,4,2004,I,2156,2900.0,20000.0,M,1961,M,G,B,13,9,,O,H,N,Y,7.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
605,356795478,28,38.3,1990.38,1763.9,226.48,Positive,8.09,1.37,OH,45429,S,H,,A,G,3,3,1502,862,1969,0,2008,G,3875,2700.0,19000.0,M,1957,S,A,,9,3,,N,I,N,Y,1.0,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
606,158557336,37,60.8,3584.52,3159.08,425.44,Positive,11.5,1.64,OH,45429,S,H,,A,G,3,3,2620,1178,1988,6,2002,P,3349,5800.0,17000.0,F,1953,M,Z,B,15,2,,S,I,N,Y,,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65758.0,90287.0,40920.0,0.063
607,158736692,28,37.7,1831.03,2034.68,-203.65,Negative,-7.27,1.35,OH,45335,S,H,,A,O,4,4,1355,782,1900,0,0,R,23,2700.0,4707000.0,M,1935,M,I,A,15,2,,D,G,N,,,2,2.0,Y,Y,,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
608,338842402,29,39.1,1901.06,2009.72,-108.66,Negative,-3.75,1.35,OH,45335,S,H,,A,E,4,4,1009,549,1966,1,1993,I,780,2000.0,330000.0,M,1936,S,D,C,15,3,Y,K,E,N,Y,1.0,2,2.0,Y,Y,,,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
609,160928048,28,34.4,1673.98,1752.62,-78.64,Negative,-2.81,1.23,OH,45335,S,H,,A,G,4,4,1393,624,1993,3,2015,G,49,1600.0,186000.0,F,1985,M,Z,B,2,2,,N,G,N,N,0.0,2,,Y,,,,,,Y,Y,65843.0,78713.0,30824.0,0.023
610,268993609,28,36.0,1751.99,1828.8,-76.81,Negative,-2.74,1.29,OH,45335,S,H,,A,G,4,4,900,624,2001,1,2001,I,132,2600.0,107000.0,M,1957,M,G,C,15,4,,O,G,N,Y,2.0,2,2.0,Y,Y,,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
611,354833681,26,10.7,517.9,591.34,-73.44,Negative,-2.82,0.41,OH,45335,S,H,,A,G,4,4,1009,549,1998,0,2015,O,28,1900.0,1800000.0,M,1948,M,C,B,10,2,,N,G,N,,,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
612,378770436,18,13.2,641.09,692.49,-51.4,Negative,-2.86,0.73,OH,45335,S,H,,A,G,4,3,1039,835,1963,3,1999,I,1888,1900.0,20000.0,M,1950,S,A,A,15,1,Y,N,I,N,,,1,2.0,Y,,,,,,Y,Y,65843.0,78713.0,30824.0,0.023
613,159408530,22,39.5,1922.71,1969.66,-46.95,Negative,-2.13,1.8,OH,45335,S,H,,,E,4,3,1152,549,1991,0,2017,E,2827,1400.0,14000.0,M,1968,M,E,A,15,7,,L,E,N,Y,4.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
614,160662677,16,9.3,451.57,474.79,-23.22,Negative,-1.45,0.58,OH,45335,S,H,,A,G,4,3,1152,835,1963,0,2017,D,374,800.0,26000.0,F,1946,S,Z,,10,1,,H,E,N,N,0.0,1,1.0,,Y,,,Y,Y,,,65843.0,78713.0,30824.0,0.023
615,338961957,28,18.7,911.51,860.1,51.41,Positive,1.84,0.67,OH,45335,S,H,,A,G,4,4,1009,835,1977,0,2014,H,226,1800.0,305000.0,F,1964,S,D,B,15,2,,L,H,N,Y,1.0,1,1.0,Y,Y,,,Y,Y,,Y,65843.0,78713.0,30824.0,0.023
616,157569300,27,26.8,1304.14,1215.19,88.95,Positive,3.29,0.99,OH,45335,S,H,,,O,4,3,1039,835,1971,1,1978,D,5051,1300.0,18000.0,M,1945,M,E,A,15,6,,N,F,N,Y,4.0,2,3.0,Y,Y,,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
617,338920312,20,28.0,1358.95,1254.58,104.37,Positive,5.22,1.4,OH,45335,S,H,,A,G,3,3,1009,835,1952,0,0,E,73,3400.0,260000.0,M,1964,M,E,A,11,3,,N,G,N,Y,,3,3.0,,Y,,,Y,Y,,,65843.0,78713.0,30824.0,0.023
618,160011894,17,31.9,1550.33,1412.54,137.79,Positive,8.11,1.88,OH,45335,S,H,,,E,4,3,1152,549,1969,0,2002,E,397,1200.0,30000.0,M,1966,M,B,B,15,4,,N,E,N,N,0.0,4,2.0,Y,Y,,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
619,160981656,28,38.2,1855.57,1628.96,226.61,Positive,8.09,1.36,OH,45335,S,H,,,E,4,4,1009,549,1973,1,1977,I,301,,,M,1946,M,D,B,15,2,,O,H,N,,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
620,268764305,37,74.3,3761.05,3350.77,410.28,Positive,11.09,2.01,OH,45335,S,H,,,E,4,3,1039,835,1971,2,1985,J,1888,2300.0,27000.0,F,1955,M,B,B,15,3,,O,H,N,Y,,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
621,159877492,28,72.0,3500.25,3054.69,445.56,Positive,15.91,2.57,OH,45335,S,H,,A,G,4,3,1152,549,2007,1,2003,N,1742,2800.0,17000.0,M,0,,Z,,14,5,Y,M,G,N,Y,3.0,2,2.0,Y,Y,,,Y,Y,Y,,65843.0,78713.0,30824.0,0.023
622,159552408,38,37.9,2231.38,1736.84,494.54,Positive,13.01,1.0,OH,45335,S,H,,,E,4,3,1039,835,1967,1,1979,E,3275,1300.0,15000.0,M,1950,M,D,B,15,4,,N,F,N,Y,1.0,3,2.0,Y,,Y,Y,Y,Y,Y,Y,65843.0,78713.0,30824.0,0.023
623,270046597,37,21.4,1142.32,1344.57,-202.25,Negative,-5.47,0.58,OH,45240,S,H,,A,G,0,0,921,727,1967,0,1982,C,8450,1500.0,10000.0,M,1952,S,E,A,15,1,,L,B,N,N,0.0,1,1.0,Y,,,,Y,Y,,,60281.0,73576.0,28128.0,0.031
624,160798017,33,27.7,1392.66,1594.45,-201.79,Negative,-6.11,0.84,OH,45424,S,H,,A,G,0,0,1008,598,1970,1,2016,F,3713,2300.0,11000.0,F,1967,S,Y,B,14,3,,N,D,N,Y,1.0,2,2.0,,,,,Y,Y,,,66080.0,77004.0,29177.0,0.025
625,268928290,34,43.9,2203.31,2400.89,-197.58,Negative,-5.81,1.29,OH,45424,S,H,,A,G,3,3,833,516,1959,2,2006,D,8683,1700.0,7000.0,,1982,S,D,A,11,7,,L,B,N,Y,2.0,5,3.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
626,159814002,22,11.6,582.39,761.76,-179.37,Negative,-8.15,0.53,OH,45424,S,H,,A,G,0,0,840,516,1960,2,2007,D,5118,1300.0,7000.0,M,1977,M,Z,A,10,7,,N,B,N,Y,5.0,2,,,,Y,,,,,,66080.0,77004.0,29177.0,0.025
627,159662691,26,25.3,1268.83,1427.61,-158.78,Negative,-6.11,0.97,OH,45424,S,H,,A,G,3,3,1003,737,1988,3,2003,F,9561,2100.0,10000.0,M,1946,M,E,A,14,3,,O,G,N,Y,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
628,160707968,19,18.3,918.66,1046.91,-128.25,Negative,-6.75,0.96,OH,45424,S,H,,A,G,3,3,905,598,1961,1,2014,E,6572,,,F,1972,M,D,2,15,3,,N,E,N,,,3,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
629,268833104,34,34.6,1737.0,1860.09,-123.09,Negative,-3.62,1.02,OH,45424,S,H,,A,G,3,3,929,606,1963,2,1997,D,8106,1600.0,7000.0,M,1959,M,E,A,15,5,,N,D,N,Y,1.0,4,3.0,Y,Y,,Y,,Y,Y,Y,66080.0,77004.0,29177.0,0.025
630,159483449,18,9.9,495.92,602.64,-106.72,Negative,-5.93,0.55,OH,45424,S,H,,A,G,3,3,905,606,1961,0,0,D,7922,1300.0,8000.0,F,1971,M,Z,1,14,7,Y,O,D,N,Y,3.0,4,2.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
631,157746728,19,14.7,737.08,841.73,-104.65,Negative,-5.51,0.77,OH,45424,S,H,,,G,3,3,875,461,1970,2,1998,D,5186,1500.0,7000.0,F,1973,M,V,B,15,8,,M,B,N,Y,6.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
632,161035840,32,10.3,518.18,613.48,-95.3,Negative,-2.98,0.32,OH,45424,S,H,,A,,0,0,1008,598,2005,0,0,H,6046,1800.0,7000.0,M,1962,M,Y,B,15,9,,N,I,N,Y,5.0,5,3.0,Y,,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
633,160711750,22,15.3,770.28,862.45,-92.17,Negative,-4.19,0.7,OH,45424,S,H,,A,G,3,3,1322,737,1983,0,2004,F,7145,2200.0,9000.0,F,1936,M,B,B,13,1,,M,G,N,N,0.0,1,2.0,Y,,,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
634,158597940,23,21.1,1060.73,1141.92,-81.19,Negative,-3.53,0.92,OH,45424,S,H,,A,G,0,0,875,461,1968,0,1998,D,9205,1300.0,7000.0,M,1963,M,Z,,15,4,,O,C,N,Y,1.0,3,1.0,Y,,Y,,,Y,Y,,66080.0,77004.0,29177.0,0.025
635,327581792,34,19.9,1001.11,1080.44,-79.33,Negative,-2.33,0.59,OH,45424,S,H,,A,G,3,3,929,606,1964,0,0,D,10041,1600.0,9000.0,M,1937,M,H,A,15,2,,M,G,N,,,2,2.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
636,158614913,32,35.1,1763.78,1843.09,-79.31,Negative,-2.48,1.1,OH,45424,S,H,,A,G,3,3,1322,737,1985,1,1985,E,6698,1800.0,9000.0,F,1953,M,E,A,15,7,,O,F,N,Y,2.0,5,3.0,Y,Y,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
637,158618403,34,41.7,2093.12,2169.42,-76.3,Negative,-2.24,1.23,OH,45424,S,H,,A,G,3,3,861,461,1962,3,2006,E,2821,2300.0,10000.0,M,1969,M,A,A,11,9,,N,B,N,Y,8.0,3,2.0,,,,,,,,,66080.0,77004.0,29177.0,0.025
638,372843651,22,38.3,1920.45,1995.15,-74.7,Negative,-3.4,1.74,OH,45424,S,H,,A,G,3,3,1248,605,1969,0,2003,G,494,2600.0,38000.0,M,1938,M,H,B,14,2,,P,I,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
639,327579702,21,7.9,397.48,472.07,-74.59,Negative,-3.55,0.38,OH,45424,S,H,,A,G,3,3,1322,737,1985,1,1985,E,6696,2000.0,9000.0,M,1938,S,H,C,15,1,,M,H,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
640,158807315,30,24.5,1230.15,1298.38,-68.23,Negative,-2.27,0.82,OH,45424,S,H,,A,G,0,0,1008,598,1971,3,2004,F,6046,2300.0,18000.0,M,1956,M,Z,A,13,7,,O,G,N,Y,4.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
641,268907378,34,17.5,877.7,945.12,-67.42,Negative,-1.98,0.51,OH,45424,S,H,,A,G,0,0,793,462,1957,1,1978,C,2933,1400.0,9000.0,M,1983,S,Z,,15,2,,N,B,N,,,2,2.0,Y,,,,,,Y,,66080.0,77004.0,29177.0,0.025
642,158888071,34,18.7,936.88,1001.8,-64.92,Negative,-1.91,0.55,OH,45424,S,H,,A,G,3,3,938,606,1964,1,1992,D,8838,,,F,1963,S,Y,B,15,4,,K,H,N,N,0.0,4,3.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
643,268652545,34,34.7,1739.98,1804.15,-64.17,Negative,-1.89,1.02,OH,45424,S,H,,A,G,0,0,938,606,1965,3,2003,E,5629,2400.0,7000.0,F,1969,M,Z,A,14,5,,O,D,N,Y,3.0,2,2.0,Y,Y,Y,,Y,Y,,Y,66080.0,77004.0,29177.0,0.025
644,268665987,17,25.7,1292.41,1356.14,-63.73,Negative,-3.75,1.51,OH,45424,S,H,,A,G,3,3,905,606,1962,2,2001,E,6572,2300.0,11000.0,F,1970,M,Z,,2,7,,D,A,N,Y,5.0,2,2.0,Y,Y,,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
645,157504402,34,17.0,853.45,913.6,-60.15,Negative,-1.77,0.5,OH,45424,S,H,,A,G,3,3,793,462,1958,0,0,D,8416,1800.0,10000.0,M,1942,M,A,A,15,3,,N,H,N,Y,,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
646,160596066,34,19.9,997.01,1056.35,-59.34,Negative,-1.75,0.59,OH,45424,S,H,,A,G,3,3,875,461,1969,1,2000,C,9205,1400.0,8000.0,F,1952,S,E,B,15,5,,J,B,N,Y,2.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
647,268993891,35,21.8,1096.72,1153.87,-57.15,Negative,-1.63,0.62,OH,45424,S,H,,A,G,3,3,796,462,1958,2,2007,D,9625,1400.0,7000.0,F,1958,S,Z,,10,2,,I,B,N,N,0.0,2,1.0,,,,,,,,,66080.0,77004.0,29177.0,0.025
648,161056793,34,31.6,1588.14,1644.58,-56.44,Negative,-1.66,0.93,OH,45424,S,H,,A,G,3,3,1322,737,1984,2,1996,E,7280,1800.0,8000.0,F,1965,S,D,B,15,2,,M,G,N,Y,1.0,1,3.0,Y,Y,Y,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
649,160573537,33,18.3,917.58,970.48,-52.9,Negative,-1.6,0.55,OH,45424,S,H,Y,A,G,3,3,1008,598,1972,2,1991,E,3527,2100.0,14000.0,M,1963,M,Z,B,15,6,,O,F,N,Y,2.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
650,157844568,33,20.5,1027.82,1080.65,-52.83,Negative,-1.6,0.62,OH,45424,S,H,,,G,3,3,875,461,1972,0,2015,D,6955,1300.0,7000.0,F,1950,S,D,B,12,1,,F,H,N,,,1,2.0,,Y,,,,,,Y,66080.0,77004.0,29177.0,0.025
651,159518818,26,28.9,1449.59,1500.86,-51.27,Negative,-1.97,1.11,OH,45424,S,H,,A,G,3,3,905,598,1961,2,2007,D,5883,1700.0,9000.0,F,1975,M,E,A,10,9,,N,E,N,Y,6.0,3,2.0,Y,,,,Y,Y,Y,Y,66080.0,77004.0,29177.0,0.025
